,tgt,label,node1,node2,nodes,ctx
1877,"Eine Ecke von Kostic lenkte Westermann unglücklich mit dem Rücken oder Hinterkopf auf den zweiten Pfosten , wo Harnik stand und aus sieben Metern zum 2:1 vollstreckte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 11 13 13 15,1 1 3 3 5 5 7 7 9 9 12 12 14 14,Kostic lenken Ecke lenken Rücken lenken Pfosten lenken Westermann der zweit Harnik vollstreckte Meter meter sieben,report
1878,Ribery und Shaqiri düpieren sechs Augsburger in deren Strafraum .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 7 2,1 1 3 3 5 5 8 8,Ribery düpieren Augsburger augsburger sechs der Strafraum Shaqiri düpieren,ticker
1879,"Erst rettete Jentzsch gegen eine Flanke von Pander , dann hob Pinto das Leder wieder in den Strafraum und Diouf und der köpfte ins kurze Eck ein .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 7 9 7 11 7 8 13 15,1 1 3 3 6 6 8 8 10 10 12 12 14 14,Jentzsch retten Flanke von Pander Pinto heben ledern der Strafraum und Diouf und Eck ins kurze,ticker
1880,"Hübner schlägt gegen die Kollegen zu , weil er sich bei der Ecke von Demirbay am besten postiert und auch das Luftduell gewinnt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 4 8 4 10,1 1 3 3 5 5 7 7 9 9,Hübner zuschlagen Kollege postieren sich gewinnen Luftduell der Ecke von Demirbay,ticker
1881,"Dort hämmert Hosogai aus sieben Metern drauf , Alaba kann nicht mehr vor der Linie abwehren !",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Hosogai draufhämmern Meter meter sieben,ticker
1882,Darida übernimmt die Verantwortung und schiebt die Kugel eiskalt mit Rechts flach ins linke untere Eck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 4 8 4 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,Darida übernehmen Verantwortung schieben kugeln mit Recht recht flachen untere Eck ins link,ticker
1883,"Schmid ließ sich die Gelegenheit nach einem Foul von Baier nicht entgehen , zirkelte das Leder aus rund 30 Meter in den linken oberen Winkel .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,Schmid lassen[neg] sich der Gelegenheit einer foulen von Baier,report
1884,"Zieler lenkte den Schuss noch an den Pfosten , gegen den anschließenden Abstauber durch Nicolai Müller war er allerdings machtlos .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Zieler lenken Schuss der Pfosten,report
1885,Ibisevic übernimmt die Verantwortung und tritt zum Strafstoß an .,A0 A1 A0 A1,0 2 0 4,1 1 3 3,Ibisevic übernehmen Verantwortung antritt Strafstoß,ticker
1886,Bender serviert Götze den Ball in den Strafraum .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,Bender servieren Götze servieren ballen der Strafraum,ticker
1887,"Torunarigha haut zunächst über den Ball , drückt diesen im zweiten Versuch aber mit dem Kopf über die Linie .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 4 3,1 1 3 3 5 5 7 7 9 9,Torunarigha haut ballen zweit versuchen der Kopf der Linie im,ticker
1888,Wendt schlägt die Ecke hoch herein .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Wendt hereinschlagen Ecke ecke hoch,ticker
1889,Fürstner spielt den öffnenden Pass aus der Zentrale auf Prib .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Fürstner spielen Pass der zentral auf Prib,ticker
1890,"Esser wehrt noch ab , kann aber nicht festhalten und Ramos staubt aus drei Metern ab .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Ramos abstauben Meter meter drei,ticker
1891,Neustädter steigt im Fünfmeterraum hoch .,A0 A1,0 2,1 1,Neustädter hochsteigen Fünfmeterraum,ticker
1892,"Nach einem Freistoß von Ekici köpft Silvestre aus dem Bremer Strafraum genau in die Füße von Gündogan , der viel Zeit hat Maß zu nehmen .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 2 12,1 1 3 3 5 5 7 7 9 9 11 11,Silvestre köpfen Freistoß köpfen Fuß von Ekici von Gündogan viel Zeit haben maßen,ticker
1893,"Augustin flankt von rechts , Hasebe klärt den Ball zu kurz , weshalb sich Werner auf Höhe des rechten Pfostens nur drehen und dann ins lange Eck einschießen muss .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 7 9,1 1 3 3 6 6 8 8,Hasebe klären ballen zu kurz Werner einschießen Eck ins lang,ticker
1894,"Wendell profitiert von einem Fehlpass von Beerens auf Höhe der Mittellinie , marschiert über links mit und flankt herein .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,Wendell profitieren Fehlpass von Beerens auf Höhe der Mittellinie,ticker
1895,"Der Kopfball des Schweizers aus kürzester Distanz landete noch an der Latte , den Abpraller köpfte dann Son in die Maschen .",A0 A1 A0 A1 A0 A1,0 2 3 5 5 7,1 1 4 4 6 6,Kopfball landen Latte Abpraller köpfen Son der Masche,report
1896,"Das Leder landet bei Caligiuri , der ins leere Tor einschiebt .",A0 A1,0 2,1 1,Caligiuri einschieben Tor,ticker
1897,"Caiuby spurtet los und spielt dann in den Lauf von Gregoritsch , der sich nicht lumpen lässt aus 14 Metern auf 3:0 stellt .",A0 A1,0 2,1 1,Gregoritsch lässt[neg] sich,ticker
1898,Mit der letzten Aktion des Spiels traf Rupp sehenswert aus 16 Metern in die Maschen zum Endstand .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 2 10,1 1 3 3 5 5 7 7 9 9,Rupp treffen Aktion der Spiel meter 16 der Masche zum Endstand,report
1899,Ostrzolek wird von Rafinha im Strafraum bedrängt und geht zu Boden .,A0 A1,0 2,1 1,Ostrzolek gehen Boden,ticker
1900,Müller macht den Deckel drauf !,A0 A1,0 2,1 1,Müller draufmachen Deckel,ticker
1901,Meier versenkt die Kugel ebenfalls direkt im rechten oberen Eck .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Meier versenken kugeln ober Eck im recht,ticker
1902,"Nach Schürrles Dribbling und Flanke streichelt Castro den Ball glücklich zu Kießling , der im Zentrum Adler aus neun Metern keine Abwehrchance gibt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 4 10 6 12 12 14 12 16 12 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,Castro streicheln ballen schürrles Dribbling zu Kießling und Flanke nach Schürrles geben Abwehrchance im Zentrum zentrum Adler meter neun,ticker
1903,"Aus einem Einwurf auf der rechten Seite entsteht der Ausgleich : Di Santo flankt von rechts flach nach innen , wo Draxler gegen Garics einen Schritt schneller ist und direkt ins linke Toreck einschiebt !",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 7 9 9 11 12 14 14 16,1 1 3 3 5 5 8 8 10 10 13 13 15 15,Ausgleich entstehen Einwurf der recht recht Seite Draxler sein schreiten gegen Garics Di einschieben Toreck ins link,ticker
1904,"Marcelo lässt er dabei humorlos stehen und letztlich überlegt quer auf den blanken Farfan , der nur noch den Fuß hinzuhalten braucht .",A0 A1,0 2,1 1,Farfan brauchen fußen,ticker
1905,Choupo-Moting schiebt die Kugel rechts raus zu Höger .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Choupo-Moting rausschieben kugeln schieben rechts zu Höger,ticker
1906,"Nach Felipes Fauxpas marschierte Robben gen Strafraum , Hannover bekam die Tür im Zentrum nicht zu und der flinke Niederländer schoss aus 16 Metern flach wieder ins rechte Eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 5 9 7 11 7 13 7 15,1 1 3 3 6 6 8 8 10 10 12 12 14 14,Hannover zubekommen[neg] Tür im Zentrum Niederländer schoss Meter schoss Eck meter flachen meter 16 ins rechte,report
1907,Natürlich hatte Kiyotake den Treffer der Wolfsburger Leihgabe per Freistoß vorgelegt .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Kiyotake haben Treffer wolfsburger Leihgabe per Freistoß,report
1908,Seine flache Hereingabe bugsierte der unglückliche Gunesch in der Mitte über die Linie .,A0 A1 A0 A1 A0 A1,0 2 0 4 0 6,1 1 3 3 5 5,Hereingabe bugsieren Gunesch bugsieren Mitte bugsieren Linie,report
1909,Mit Schmackes versenkt Salihovic den Ball in die Maschen .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Salihovic versenken ballen mit Schmackes der Masche,ticker
1910,Koch legt eine Hereingabe am linken Pfosten quer .,A0 A1 A0 A1 A0 A1,0 2 2 4 4 3,1 1 3 3 5 5,kochen legen Hereingabe link Pfosten am,ticker
1911,Nach einem erneuten Eckball gelang Simons aus zentraler Position im Strafraum die Führung für den FCN .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 9 2 9 4 9 6,1 1 3 3 5 5 7 7 10 10 11 11 12 12,Simon gelingen Eckball gelingen Position gelingen Strafraum aus zentral Führung gelingen gelingen gelingen,report
1912,Am Elfmeterpunkt stand Rudnevs goldrichtig und zog sofort volley ab .,A0 A1,0 2,1 1,Rudnevs goldrichtigstehen Elfmeterpunkt,report
1913,Moritz lässt sich die Chance aus fünf Metern nicht entgehen und vollstreckt trocken rechts oben .,A0 A1 A0 A1 A0 A1,0 2 2 4 4 3,1 1 3 3 5 5,Moritz lässt[neg] Chance fünf Meter aus,ticker
1914,"Stattdessen leistete sich Keita einen folgenschweren Ballverlust , den am Ende der bayerischen Kombinationskette schließlich Xabi Alonso mit dem Treffer zum 2:0 bestrafte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 6 8 6 10 6 12,1 1 3 3 5 5 7 7 9 9 11 11,Keita leisten sich leisten Ballverlust bestrafen Xabi_Alonso am enden der Treffer bayerisch Kombinationskette,report
1915,Der Nationalverteidiger verschätzt sich nach einem Befreiungsschlag von Pekarik völlig und macht die Bahn frei für Kalou .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 4 10,1 1 3 3 5 5 7 7 9 9,Nationalverteidiger verschätzen sich machen bahnen einer Befreiungsschlag von Pekarik für Kalou,ticker
1916,Der Franzose spielt mit James einen lässigen Doppelpass vor dem Sechzehner und frei vor Schlussmann Bürki hebt der Dribbelkünstler die Kugel traumhaft ins Tor .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 4 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,Franzose spielen Doppelpass heben kugeln mit James der Sechzehner der Dribbelkünstler ins Tor,ticker
1917,Dass Okazaki Werder endgültig den Zahn ziehen konnte :,A0 A1,0 2,1 1,Okazaki können zahnen,report
1918,Rupp schickt Maxim an der rechten Strafraumkante in die Tiefe .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 4 3,1 1 3 3 5 5 7 7,Rupp schicken Maxim recht Strafraumkante der tief an,ticker
1919,"Dejagah setzt sich auf dem rechten Flügel in Szene , flankt nach innen und Chris steht dort mutterseelenalleine .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 4 3,1 1 3 3 5 5 7 7,Dejagah setzen sich recht Flügel in Szene auf,ticker
1920,"Christensen köpft vors Tor , wo Strobl die Kugel mit der Fußspitze vor den linken Pfosten lenkt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 5 5 7 5 9 9 8,1 1 4 4 6 6 8 8 10 10,Christensen köpfen Tor Strobl lenken kugeln der Fußspitze link Pfosten vor,ticker
1921,Bech sieht Karaman im Zentrum .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Bech sehen Karaman im Zentrum,ticker
1922,Nach einer Ecke setzte sich Marcelo im Luftkampf gegen Bauer und Hübner durch und traf zur frühen Führung der Niedersachsen .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 2 12 4 14,1 1 3 3 5 5 7 7 9 9 11 11 13 13,Marcelo durchsetzen sich treffen Führung einer Ecke im Luftkampf gegen Bauer und Hübner der Niedersachsen,report
1923,Am Ende steht Hanke frei vor Unnerstall und überwindet diesen mit einem Schlenzer ins rechte Eck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 8 7,1 1 3 3 5 5 7 7 9 9,Hanke stehen enden stehen Unnerstall einer Schlenzer rechte Eck ins,ticker
1924,Der Pole wurde von Ribery auf die Reise geschickt und verwandelte gekonnt ins lange Eck .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,polen verwandeln Eck ins lang,report
1925,Frings trat an und verwandelte platziert zur Blitzführung der Werderaner .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Frings verwandeln Blitzführung der Werderaner,report
1926,"Harnik erwies sich als belebendes Element , kein Zufall , dass Harnik nach Zuspiel von Cacau gegen nun leichtfertige Münchner seinen zweiten Treffer erzielte .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Harnik erweisen sich belebend Element,report
1927,"Wieder Arnold , der im Zentrum nach einem Zuspiel von Diego zu viel Raum hat .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,Arnold haben Raum im Zentrum einer Zuspiel von Diego,ticker
1928,"An den Abwehrproblemen der Domstädter änderte dies nichts , denn nicht einem 120 Sekunden später klingelte es erneut : Castaignos hängte nach einem Zuspiel von Hasebe Heintz lässig ab und schob das Leder überlegt an Torwart Horn vorbei .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 9 11 9 13 11 15,1 1 3 3 5 5 7 7 10 10 12 12 14 14,dies ändern nichts klingeln Sekunde der Abwehrproblemen der Domstädter Castaignos abhängen Zuspiel vorbeischieben ledern heintz Hasebe,report
1929,Noveski wirft sich in eine Ecke von Ivanschitz und köpft den Ball über die Linie .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 4 10,1 1 3 3 5 5 7 7 9 9,Noveski werfen sich köpfen ballen einen Ecke von Ivanschitz der Linie,ticker
1930,"Das war der Auftakt zu furiosen Schlussminuten , in denen zunächst Frantz ein schmerzliches Eigentor unterlief .",A0 A1 A0 A1 A0 A1,0 2 0 4 5 7,1 1 3 3 6 6,der sein Auftakt sein Schlussminuten Frantz unterlaufen Eigentor,report
1931,Nach Steilpass von Terodde hängt Donis den bereits verwarnten Sörensen im Zentrum ab und tunnelt auch noch Kölns Torhüter Horn .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 6 12,1 1 3 3 5 5 7 7 9 9 11 11,Donis abhängen Sörensen abhängen Zentrum tunnelt Torhüter nach Steilpass von Terodde noch Köln,ticker
1932,Forsberg holt sich den Ball mit Körpereinsatz aber fair von Tawatha und spielt dann einen bärenstarken Steckpass auf Schmitz .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 6 12,1 1 3 3 5 5 7 7 9 9 11 11,Forsberg holen sich holen ballen spielen Steckpass mit Körpereinsatz von Tawatha auf Schmitz,ticker
1933,"Zieler kann nicht festhalten , Holtby steht goldrichtig und bugsiert die Kugel aus fünf Metern ins Netz .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 4 3,1 1 3 3 5 5 7 7,Holtby bugsieren kugeln fünf Meter ins Netz aus,ticker
1934,"Blaszczykowski passt scharf in die Mitte , barrios lässt uneigennützig durch , so dass Lewandowski freie Bahn hat .",A0 A1,0 2,1 1,Blaszczykowski passt Mitte,ticker
1935,"Maier zog halbrechts gegen drei Gegenspieler das Tempo bis in den Strafraum an , sein Pass in die Mitte erreichte punktgenau den kurz vorher eingewechselten Kalou , der aus sieben Metern mit seinem ersten Ballkontakt unter die Latte einschoss .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 6 5 10 12 10 14 10 16 12 18 12 20,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17 19 19,Maier anziehen Tempo ziehen halbrechts drei Gegenspieler der Strafraum gegen Kalou einschoss Meter einschoss Ballkontakt einschoss Latte meter sieben mein erst,report
1936,Jovic bedankt sich und nickt wuchtig links unten ein .,A0 A1,0 2,1 1,Jovic bedanken sich,ticker
1937,"Balogun kam im eigenen Sechzehner gegen Sam zu spät und verursachte einen Strafstoß , den Kießling sicher ins rechte Eck verwandelte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 6 8 8 10 10 9,1 1 3 3 5 5 7 7 9 9 11 11,Balogun kommen Sechzehner kommen Sam verursachen Strafstoß verwandeln Kießling rechte Eck ins,report
1938,"Kehl und Großkreutz spielen Wolfsburgs Abwehr locker aus , dann steht der Asiate frei und versetzt Benaglio mit einem harten Schuss ins linke Toreck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 2 5 7 7 9 7 11,1 1 4 4 6 6 8 8 10 10,Kehl ausspielen Abwehr Großkreutz ausspielen Benaglio versetzen Schuss ins link link Toreck,ticker
1939,"Schipplock wehrt eine Freistoßflanke von der linken Seite zu Sakai ab , der erst von Kim geblockt wird und dann halbrechts im Strafraum erneut abzieht .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 4 3 8 11,1 1 3 3 5 5 7 7 9 9 10 10,Schipplock abwehren Freistoßflanke link Seite zu Sakai abziehen Strafraum von abziehen halbrechts,ticker
1940,"Lahm hat am rechten Flügel viel Platz zum Flanken und findet sechs Meter vor dem Tor Schweinsteiger , der in die Luft steigt und per Kopfball verwandelt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 8 7 4 13 4 15 15 17 15 19,1 1 3 3 5 5 7 7 9 9 11 11 12 12 14 14 16 16 18 18,Lahm haben platzen finden Meter finden Tor recht Flügel zum Flanke am meter sechs tor Schweinsteiger steigen Luft verwandeln Kopfball,ticker
1941,"Maxim wird steil geschickt , Maxim lässt dann noch Vestergaard aussteigen und schlenzt die Kugel anschließend wunderbar aus 15 Metern ins lange Eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 4 8 6 5 8 7,1 1 3 3 5 5 7 7 9 9 10 10,Maxim lässt Vestergaard schlenzen kugeln 15 Meter lang Eck aus ins,ticker
1942,"Mitrovic konnte auf der Linie nicht klären , sodass der aufgerückte Bell die Kugel aus der Nahdistanz über die Linie drückte .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 5 5 7 5 2,1 1 4 4 6 6 8 8,Mitrovic können[neg] Linie Bell drücken kugeln der Nahdistanz der,report
1943,Salihovic zirkelt einen direkten Freistoß aus 22 Metern mit dem linken Fuß ins rechte Eck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 4 3 6 5 8 7,1 1 3 3 5 5 7 7 9 9 10 10 11 11,Salihovic zirkeln direkt 22 Meter link fußen rechte Eck aus mit ins,ticker
1944,Müller hieß der Torschütze .,A0 A1,0 2,1 1,Müller heißen Torschütze,report
1945,Gentner passt am Strafraum quer zu Misimovic .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,Gentner passt Strafraum zu quer zu Misimovic,ticker
1946,"Doppelpack von Gomez , der von einer perfekt getimten Vorlage von Lahm profitiert .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,Gomez profitieren Vorlage von Lahm,ticker
1947,"Kooperation zweier Freiburger Abwehrspieler : Lumb bringt die Ecke nach innen , Krmas trifft am Fünfer mit der Hacke ins rechte untere Eck .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,Krmas treffen Fünfer der Hacke ins rechte untere Eck,ticker
1948,Sörensen schaltet sich mit ein und flankt aus dem rechten Halbfeld ins Zentrum .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8,1 1 3 3 5 5 7 7,Sörensen schelten sich flanken Halbfeld ins Zentrum der recht,ticker
1949,"Noch vor der Pause gelang dann das 2:0 , nach einer Vorarbeit von Dejagah prallte der Ball beim Luftzweikampf zwischen Madlung und Kirchhoff im Fünfmeterraum vom Rücken von Kirchhoff im Netz .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 5 3 7 5 9 5 11 5 13,1 1 4 4 6 6 8 8 10 10 12 12,2:0 gelingen pausen ballen prallen Vorarbeit prallen Luftzweikampf von Dejagah zwischen Madlung und Kirchhoff,report
1950,"Upamecano verliert die Kugel an Risse , der spielt Bernardo aus und läuft die Grundlinie entlang in Richtung Tor .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 5 9 9 11 9 13,1 1 3 3 6 6 8 8 10 10 12 12,Upamecano verlieren kugeln an Risse Riß ausspielen Bernardo laufen Grundlinie in Richtung richtung Tor,ticker
1951,"Reinartz behält die Übersicht , legt zurück auf Sam , der das Leder aus 18 Metern knallhart links unten in die Maschen setzt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 6 8 6 10 6 12 6 14 8 7,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15,Reinartz behalten Übersicht zurücklegen Sam setzen ledern 18 Meter setzen links links unten der Masche aus,ticker
1952,"Darida ließ sich die Chance nicht entgehen und überwand Horn , der in der richtigen Ecke war , zum 1:0 .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8,1 1 3 3 5 5 7 7,Darida lassen[neg] sich lassen[neg] Chance überwinden[neg] Horn sein Ecke,report
1953,Dort steht Kleindienst goldrichtig und hält den Fuß zum 1:2 hin .,A0 A1,0 2,1 1,Kleindienst hinhalten fußen,ticker
1954,"Der Ball landet bei Bellarabi , der aus 18 Metern ein echtes Pfund loslässt und das Leder sehenswert in die Maschen drischt .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 4 3 6 8,1 1 3 3 5 5 7 7,Bellarabi loslässt Pfund 18 Meter aus ledern dreschen Masche,ticker
1955,Müller nimmt einen langen Ball gekonnt herunter und hat das Auge für Kroos .,A0 A1,0 2,1 1,Müller herunternehmen ballen,ticker
1956,"Beister übernimmt , rennt los und bedient Calhanoglu , der auf links zu viel Platz hat und diesen nutzt , um aus elf Metern ins lange Eck zu vollenden .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 2 0 5 0 7 2 9 9 11 5 13 5 15,1 1 3 3 4 4 6 6 8 8 10 10 12 12 14 14,übernehmen bedienen Calhanoglu nutzen vollenden Meter vollenden Eck haben platzen auf links meter elf ins lang,ticker
1957,"Pitroipa ließ Barzagli auf der rechten Seite wie ein "" Schulmädchen "" aussehen und flankte dann in die Mitte zum Choupo-Moting , der aus fünf Metern per Kopf den hochverdienten Ausgleich markierte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 8 10 4 12 12 14 14 16 14 18 16 15,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17 19 19,Pitroipa lassen Barzagli flanken Mitte der recht recht Seite auf Schulmädchen zum Choupo-Moting markieren Ausgleich fünf Meter per Kopf aus,report
1958,"Tah bringt eine Ecke per Kopf ins Zentrum zurück , aus der Drehung schießt Bender vor Lehmann und trifft unhaltbar ins rechte Eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 4 12 4 14 6 16,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15,Tah zurückbringen Ecke schießen Drehung treffen Eck per Kopf ins Zentrum schießen Bender vor Lehmann ins rechte,ticker
1959,"Kalou bewahrt die Nerven , schickt Benaglio aus seiner Sicht in die rechte Ecke und schießt links ein .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 4 8 8 7,1 1 3 3 5 5 7 7 9 9,Kalou bewahren Nerv schicken Benaglio sich Sicht rechte Ecke in,ticker
1960,Müller verlädt Amsif und bringt den Ball sicher im rechten Eck unter .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 6 5,1 1 3 3 5 5 7 7,Müller verladen Amsif unterbringen ballen recht Eck im,ticker
1961,Sabitzer findet mit seinem Zuspiel im Strafraum Werner und der ebenfalls blanke und scheinbar von der Defensive vergessene Werner nickt zum 1:0 ein .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8,1 1 3 3 5 5 7 7,Sabitzer finden Zuspiel finden Strafraum einnicken 1:0 strafraum Werner,ticker
1962,Schipplock schickt Roberto Firmino an die Strafraumgrenze .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,Schipplock schicken Roberto_Firmino der Strafraumgrenze,ticker
1963,"De Bruyne zirkelt eine Ecke von rechts an die Sechzehnergrenze zu Rodriguez , der aus 16 Metern einfach mal draufhält , einnetzt und dann zum Jubeln abdreht .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 10 12 12 14,1 1 3 3 5 5 7 7 9 9 11 11 13 13,De zirkeln Ecke abdrehen Jubel von rechts der Sechzehnergrenze zu Rodriguez draufhält Meter meter 16,ticker
1964,Nach einer Ecke von Didavi setzte sich Udokhai gegen drei Hoffenheimer durch und köpfte zum Endstand ein .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 8 7,1 1 3 3 5 5 7 7 9 9 11 11,Udokhai durchsetzen sich einköpfen Endstand einer Ecke drei Hoffenheimer von Didavi gegen,report
1965,Schulz rauscht heran und schießt den Ball aus sieben Metern ins linke Eck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 4 3,1 1 3 3 5 5 7 7 9 9,Schulz schießen ballen sieben Meter ins link link Eck aus,ticker
1966,Kainz setzt sich gegen Diekmeier durch und trifft dann aus spitzem Winkel zum 2:1 .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8,1 1 3 3 5 5 7 7,Kainz durchsetzen sich treffen winkeln gegen Diekmeier aus spitz,ticker
1967,"In der Mitte möchte Hünemeier klären serviert das Spielgerät aber vor die Füße von Didavi , der aus acht Metern direkt abzieht und zum 1:1 trifft .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 8 10 10 12,1 1 3 3 5 5 7 7 9 9 11 11,Hünemeier mögen Spielgerät der Mitte der Fuß von Didavi abziehen Meter meter acht,ticker
