,tgt,label,node1,node2,nodes,ctx
2284,"alario hob den ball dabei elegant in den lauf von brandt , der aus kurzer distanz einschob .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 6 8 8 10,1 1 3 3 5 5 7 7 9 9,alario heben ballen der laufen von brandt einschieben distanz aus kurz,report
2285,für die überfällige führung sorgte der für aubameyang eingewechselte hofmann :,A0 A1,0 2,1 1,hofmann sorgen führung,report
2286,"ekici gibt flach und scharf nach innen , da steht eigler und schiebt ein .",A0 A1,0 2,1 1,ekici stehen eigler,ticker
2287,misimovic muss eine hereingabe schäfers nach klasse kombination nur noch über die linie drücken .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,misimovic muss hereingabe hereingabe schäfers klasse kombination der linie,ticker
2288,kießling tritt an und trifft in die mitte .,A0 A1,0 2,1 1,kießling treffen mitte,ticker
2289,"grafite läuft sich frei , wird bedient und legt zurück zu diego , der aus fünf metern einnetzt .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 6 8,1 1 3 3 5 5 7 7,grafite freilaufen sich zurücklegen diego einnetzt meter meter fünf,ticker
2290,gentner passt am strafraum quer zu misimovic .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,gentner passt strafraum zu quer zu misimovic,ticker
2291,"schlaudraff servierte den ball in den lauf von diouf , der sich gegen felipe durchsetzte und frei vor benaglio zum 1:0 einschob .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 6 8 8 10,1 1 3 3 5 5 7 7 9 9,schlaudraff servieren ballen der laufen von diouf durchsetzen sich gegen felipe,report
2292,"sabitzer eröffnet wunderbar mit dem außenrist für poulsen , der sich links im strafraum gegen verhaegh durchsetzt und humorlos mit links den ball in die maschen hämmert .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 4 6 6 8 6 10,1 1 3 3 5 5 7 7 9 9,sabitzer eröffnen außenrist für poulsen hämmern ballen mit links der masche,ticker
2293,kacar aber setzt nach und drückt das leder über die linie .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,kacar drücken ledern der linie,ticker
2294,"nach einem langen freistoß von obraniak aus dem linken halbfeld kam benaglio nur zögerlich aus seinem kasten , was prödl nutzte , um wuchtig einzuköpfen .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 11 6,1 1 3 3 5 5 7 7 9 9 12 12,benaglio kommen freistoß kommen kaste von obraniak der link link halbfeld prödl nutzen,report
2295,dafür vollstreckte durm eine minute später nach klasse vorarbeit von castro .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,durm vollstreckte minute vollstreckte vorarbeit von castro,report
2296,coman lässt öztunali auf dem rechten flügel aussteigen und setzt zur präzisen flanke in die mitte an .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10,1 1 3 3 5 5 7 7 9 9,coman lässt öztunali ansetzen flanke ansetzen mitte der recht recht flügel,ticker
2297,allagui holtby ermöglicht sich selbst mit perfekter ballannahme den schnellen pass in die spitze auf szalai .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10,1 1 3 3 5 5 7 7 9 9,holtby ermöglichen sich ermöglichen pass perfekt ballannahme der spitzen auf szalai,ticker
2298,"höwedes flankt aus vollem lauf präzise von der rechten seite ins zentrum , wo goretzka angerauscht kommt und mit dem kopf wuchtig zum 2:4 vollendet .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 9 11,1 1 3 3 5 5 7 7 10 10,höwedes flanken laufen flanken zentrum der recht recht seite goretzka vollenden kopf,ticker
2299,"rebic schiebt quer ins zentrum , wo fabian zu viel platz hat und nur noch einschieben muss .",A0 A1 A0 A1 A0 A1,0 2 2 4 5 7,1 1 3 3 6 6,rebic schieben zentrum schieben quer fabian haben platzen,ticker
2300,plattenhardt treibt die kugel in die gegnerische hälfte und spielt quer auf campana .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,plattenhardt treiben kugeln gegnerische hälfte,ticker
2301,"charisteas nutzt einen stellungsfehler von bordon , neuer rettet per fußabwehr in höchster not .",A0 A1 A0 A1 A0 A1,0 2 3 5 3 7,1 1 4 4 6 6,charisteas nutzen stellungsfehler neuer retten fußabwehr retten not,ticker
2302,aufbauhilfe-standard die zweite : kroos zirkelt einen freistoß von der rechten strafraumkante butterweich auf den zweiten pfosten wo van buyten den fuß hinhält und den anschluss herstellt .,A0 A1,0 2,1 1,van herstellen anschluss,ticker
2303,"über skjelbred und ibisevic landete das spielgerät bei darida , der frei vor leno zur führung einschob .",A0 A1,0 2,1 1,darida einschieben führung,report
2304,der aufgerückte hünemeier köpfte eine punktgenaue flanke von bakalorz per bogenlampe ins lange eck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 6 5,1 1 3 3 5 5 7 7 9 9,hünemeier köpfen flanke von bakalorz lang eck per bogenlampe ins,report
2305,bender erobert den ball im mittelfeld und spielt auf lewandowski .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,bender erobern ballen im mittelfeld,ticker
2306,unweit der linken eckfahne flankt öztunali auf den kurzen pfosten .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8,1 1 3 3 5 5 7 7,öztunali flanken eckfahne flanken pfosten der link der kurz,ticker
2307,"pulisic schiebt rechts an , nach ablage von ramos knallt guerreiro aufs rechte eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10,1 1 3 3 5 5 7 7 9 9,pulisic knallen ablage knallen eck knallen guerreiro von ramos aufs rechte,ticker
2308,"hitz ahnt zwar das richtige eck , doch volland trifft dennoch wuchtig rechts unten .",A0 A1,0 2,1 1,hitz ahnen eck,ticker
2309,"schließlich schaffte es kirch , sich um seinen gegenspieler herum zu winden und aus acht metern unhaltbar zur führung zu vollenden .",A0 A1 A0 A1,0 2 3 5,1 1 4 4,ich schaffen kirch meter meter acht,report
2310,"rupps diagonalpass nach halblinks erreichte kostic , dessen querpass didavi am zweiten pfosten aus fünf metern zum pausenstand einschob .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 9 2 9 4,1 1 3 3 5 5 7 7 10 10 11 11,querpass einschieben pfosten einschieben pausenstand am zweit meter fünf didavi einschieben einschieben,report
2311,bellinghausen bedankt sich und schweißt den ball aus elf metern in die maschen .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 4 6 4 8 6 5,1 1 3 3 5 5 7 7 9 9,bellinghausen bedanken sich schweißen ballen elf meter der masche aus,ticker
2312,so hatte stieber freie bahn und chippte das spielgerät über weidenfeller hinweg ins tor .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,stieber haben bahnen ins tor,report
2313,"der abpraller landet auf dem kopf von sobiech , der aus kurzer distanz einköpft .",A0 A1 A0 A1 A0 A1,0 2 3 5 5 7,1 1 4 4 6 6,abpraller landen kopf stieber einköpft distanz aus kurz,ticker
2314,"chandler flankt , gebhart mogelt sich am unaufmerksamen fagner vorbei und köpft aus kurzer distanz ein .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8,1 1 3 3 5 5 7 7,gebhart vorbeimogeln sich einköpfen distanz unaufmerksam fagner aus kurz,ticker
2315,podolski tritt an und versenkt den ball sicher im linken eck .,A0 A1 A0 A1 A0 A1,0 2 2 4 4 3,1 1 3 3 5 5,podolski versenken ballen link eck im,ticker
2316,"allan verlor die kugel am eigenen sechzehner gegen thiago , der daraufhin locker zum 2:0 einschob .",A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,allan verlieren kugeln eigen sechzehner gegen thiago,report
2317,"verhaegh klärt eine flanke von durm per flugkopfball genau vor den eigenen strafraum , wo kagawa aus 16 metern abzieht .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,verhaegh klären flanke von durm per flugkopfball eigen strafraum,ticker
2318,volland ist hellwach und tunnelt neuer aus 16 metern zur führung .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8,1 1 3 3 5 5 7 7,volland sein neuer sein meter meter 16 zur führung,ticker
2319,nach chaheds befreiungsschlag unterläuft abel den ball .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,abel unterlaufen ballen befreiungsschlag chaheds,ticker
2320,"maxim verliert gegen polanski den ball , volland schickt",A0 A1 A0 A1,0 2 2 4,1 1 3 3,maxim verlieren ballen gegen polanski,ticker
2321,"in minute elf schickte bobadilla den nürnberger mit einem zuckerpass auf die reise , esswein vollendete eiskalt zum 1:0 .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 2 10,1 1 3 3 5 5 7 7 9 9,bobadilla schicken nürnberger in minute einer zuckerpass minute elf der reisen,report
2322,"beck spielt von rechts flach mitten in den sechzehner , wo sich kein bremer für firmino verantwortlich fühlt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 7 9 9 11,1 1 3 3 5 5 8 8 10 10,beck spielen sechzehner von rechts rechts flachen bremer fühlen sich für firmino,ticker
2323,"nach einem dicken schnitzer im aufbau von rekik , der sich den ball von burgstaller wegspitzeln lässt , schaltet der zuvor mit aufgerückte naldo schnell und legt sofort in den lauf von burgstaller .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 6 8 6 10 8 12 10 6,1 1 3 3 5 5 7 7 9 9 11 11 13 13,rekik lässt sich lässt ballen von burgstaller schelten schnitzer legen laufen im aufbau von,ticker
2324,"nur sekunden später flankte hadergjonaj flach in den strafraum , wo lezcano aus zehn metern auf 3:1 stellte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 7 9 9 11,1 1 3 3 5 5 8 8 10 10,hadergjonaj flanken sekunde flanken strafraum hadergjonaj flachen lezcano stellen meter meter zehn,report
2325,"büskens rennt direkt aufs spielfeld , um mit seinen spieler zu feiern .",A0 A1 A0 A1,0 2 0 4,1 1 3 3,büskens rennen spielfeld feiern spieler,ticker
2326,noveski muss nicht einmal richitg hochspringen und trifft per kopf aus sieben metern .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,noveski treffen kopf treffen meter meter sieben,ticker
2327,"werner setzt sich auf der linken seite im strafraum gegen tah durch und legt den ball flach vors tor , im fünfer hält rupp den fuß hin !",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 2 12 8 7 4 15 4 17 6 19 6 21,1 1 3 3 5 5 7 7 9 9 11 11 13 13 14 14 16 16 18 18 20 20,werner durchsetzen sich legen ballen hinhalten fußen link seite im strafraum gegen tah auf ballen flachen vors tor im fünfer halten rupp,ticker
2328,"erst verliert bargfrede den ball an bakalorz , der an bebou abgibt und sich vorne mit einschaltet .",A0 A1 A0 A1 A0 A1,0 2 2 4 4 6,1 1 3 3 5 5,bargfrede verlieren ballen an bakalorz einschalten sich,ticker
2329,"reinartz kam am fünfmeterraum zum kopfball , wiese und hartherz blockierten sich gegenseitig , so dass der ball rechts im tornetz einschlug .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 7 9 9 11,1 1 3 3 5 5 8 8 10 10,reinartz kommen fünfmeterraum kommen kopfball blockieren sich ballen einschlagen tornetz einschlagen rechts,report
2330,t. hazard hazard hatte sich abgezeichnet !,A0 A1,0 2,1 1,hazard haben sich,ticker
2331,aubameyang verdiente 2:0 für die borussia .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,aubameyang verdienen 2:0 der borussia,ticker
2332,"den so wichtigen dreier machte dann mit uth der zweite von uth dingfest , als er nach kramarics vorbereitung und hradeckys patzer aus kürzester distanz abstaubte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 2 2 5 2 7 5 9,1 1 3 3 4 4 6 6 8 8,dreier dingfestmachen uth von abstauben vorbereitung abstauben distanz vorbereitung kramarics,report
2333,"ein perfektes zuspiel von thiago eröffnete dem polen alle optionen , der sich frei vor hitz nicht zweimal bitten ließ .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 4 10,1 1 3 3 5 5 7 7 9 9,thiago eröffnen option lassen[neg] sich perfekt zuspiel der pol vor hitz,report
2334,kurz darauf bewies weinzierl mit der einwechslung von de jong für werner ein goldenes händchen :,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,weinzierl beweisen händchen der einwechslung von de_jong für werner,report
2335,ramos stieg höher als süle und nickte hoch unter die latte zum 2:1 ein .,A0 A1 A0 A1 A0 A1,0 2 0 4 4 6,1 1 3 3 5 5,ramos steigen süle einnicken latte nicken hoch,report
2336,christensen entwischt jung und köpft aus neun metern zentraler position zum 1:0 ein .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 4 8 4 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,christensen entwischen jung einköpfen meter einköpfen 1:0 meter neun meter zentral zentral position,ticker
2337,zunächst verwertete der sträflich allein gelassene papadopoulos jurados flanke per kopf .,A0 A1,0 2,1 1,papadopoulos verwerten kopf,report
2338,dort steigt szalai fast unbedrängt hoch und köpft maßgenau ins rechte toreck ein !,A0 A1 A0 A1 A0 A1,0 2 2 4 4 3,1 1 3 3 5 5,szalai einköpfen maßgenau rechte toreck ins,ticker
2339,"kroos lupft den ball in den laufweg des torschützenkönigs , der die kugel super mitnimmt und aus der drehung ins rechte eck trifft .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 2 10 2 12 6 14,1 1 3 3 5 5 7 7 9 9 11 11 13 13,kroos lupfen ballen lupfen kugeln treffen drehung treffen eck der laufweg der torschützenkönigs ins rechte,ticker
2340,"... und junuzovic bringt den ball aus dem halbfeld nach innen , links am fünfereck steigt naldo hoch und nickt hoch ins rechte eck ein .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 4 10 4 12,1 1 3 3 5 5 7 7 9 9 11 11,junuzovic hochsteigen naldo einnicken eck steigen links am fünfereck nicken hoch ins rechte,ticker
2341,"großkreutz erkämpft den ball , kagawa dribbelt am sechzehner klasse und findet wieder großkreutz , der drobny aus elf metern keine chance lässt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 7 9 4 11 11 10,1 1 3 3 5 5 8 8 10 10 12 12,großkreutz erkämpfen ballen lässt drobny lässt chance kagawa dribbeln sechzehner elf meter aus,ticker
2342,"skjelbred zirkelte einen freistoß von links zu ramos , der aus elf metern präzise ins linke eck einköpfte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 6 8 6 10 8 12 8 14,1 1 3 3 5 5 7 7 9 9 11 11 13 13,skjelbred zirkeln freistoß von links zu ramos einköpfte meter einköpfte eck meter elf ins link,report
2343,"calhanoglu macht das , was er am besten kann : einen freistoß traumhaft in den winkel zirkeln !",A0 A1 A0 A1,0 2 2 4,1 1 3 3,calhanoglu zirkeln freistoß der winkeln,ticker
2344,"huntelaar hat glück , dass sich starke nach links wirft .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,huntelaar haben glücken glücken werfen sich stark nach links,ticker
2345,"fast der gegenzug brachte die entscheidung : arango zu raffael , und raffael jagte den ball aus 14 metern von halbrechts flach ins linke eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 3 5 5 7 5 9 5 11 7 6 11 10,1 1 4 4 6 6 8 8 10 10 12 12 13 13,gegenzug bringen entscheidung raffael jagen ballen 14 meter halbrechts flachen link eck aus ins,report
2346,"poulsens hackentrick bringt demme halbrechts in position , dessen rückpass vollendet kampl per rechtsschuss aus 13 metern hoch ins linke eck klasse .",A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,hackentrick bringen demme bringen halbrechts in position,ticker
2347,kiyotake bleibt humorlos und schießt den ball präzise ins linke untere eck .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,kiyotake schießen ballen untere eck ins link,ticker
2348,"lewandowski erfasst die situation am schnellsten , steckt in die spitze zu reus durch , der frei vor leno eiskalt vollendet .",A0 A1,0 2,1 1,lewandowski erfasst situation,ticker
2349,"wood schaltet schnell und gibt zu holtby , der sofort nach halblinks in den strafraum passt , wo müller clever für kostic durchlässt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 4 6 4 8 4 10,1 1 3 3 5 5 7 7 9 9,wood geben holtby passt strafraum nach halblinks durchlässt müller für kostic,ticker
2350,querpass jagt stindl aus acht metern knallhart hoch ins rechte eck .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 4 3 8 7,1 1 3 3 5 5 7 7 9 9 10 10,querpass jagen stindl acht meter knallhart hoch rechte eck aus ins,ticker
2351,"das 2:1 , toll herausgespielt : ito und hunt bringen diekmeier in position , und dessen flanke köpft kostic am zweiten pfosten aus kurzer distanz ein .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 4 3 6 5,1 1 3 3 5 5 7 7 8 8,flanke einköpfen kostic zweit pfosten kurz distanz am aus,ticker
2352,"ganz hinten wartet müller , der aus kürzester distanz nur einzuschieben braucht .",A0 A1,0 2,1 1,müller brauchen distanz,ticker
2353,dann versenkte koo nach vorarbeit von feulner technisch stark den ball in den maschen .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,koo versenken ballen nach vorarbeit der masche von feulner,report
2354,"beck kommt an den ball und flankt , in der mitte schießt salihovic mit seinem schwächeren rechten fuß aus zehn metern genau ins rechte untere eck .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 0 10 4 12 4 14 4 16 4 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,beck kommen ballen schießen mitte schießen fußen schießen meter schießen eck schießen salihovic schwach recht meter zehn ins rechte,ticker
2355,"tyton pariert klasse , den abpraller erwischt aber castro zwischen den beiden innenverteidigern per kopf und nickt über den keeper hinweg ins tor ein .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 2 10 2 12,1 1 3 3 5 5 7 7 9 9 11 11,tyton erwischen abpraller erwischen castro einnicken keeper einnicken tor beid innenverteidigern per kopf,ticker
2356,draxler setzt sich auf links durch und flankt von der grundlinie in die mitte zur raul .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 4 8 4 10,1 1 3 3 5 5 7 7 9 9,draxler durchsetzen sich flanken grundlinie auf links der mitte zur raul,ticker
2357,schöpf flankt von halbrechts vor dem strafraum nach innen .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,schöpf flanken strafraum von halbrechts nach innen,ticker
2358,"auf der rechten außenbahn agiert günter ein wenig stümperhaft im duell mit weiser , der das leder einfach nur vorbeilegt und anschließend flach nach innen zu schweinsteiger passt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 9 11 11 13 11 15,1 1 3 3 5 5 7 7 10 10 12 12 14 14,günter agieren außenbahn agieren duell der recht mit weiser weise passt schweinsteiger anschließen flachen nach innen,ticker
2359,goretzka entwischt auf der rechten außenbahn und flankt dann in den fünfer .,A0 A1 A0 A1 A0 A1,0 2 0 4 2 6,1 1 3 3 5 5,goretzka entwischen außenbahn flanken fünfer der recht,ticker
2360,"die anschließende ecke nutzte dann dzeko , um im dritten anlauf doch noch zu treffen .",A0 A1 A0 A1,0 2 0 4,1 1 3 3,ecke nutzen dzeko treffen anlauf,report
2361,"eine chance , die sich ilsö nicht entgehen lässt .",A0 A1 A0 A1,0 2 3 2,1 1 4 4,der lässt[neg] sich ilsö lässt[neg],ticker
2362,"osako scheiterte noch an wiedwald , doch den abpraller schob svento ins tor .",A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,osako schieben abpraller schieben svento ins tor,report
2363,"das leder landet schließlich vor den füßen von elia , der aus etwa 22 metern nicht lange fackelt , direkt abzieht und seinen doppelpack perfekt macht .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 6 8 8 10 8 12,1 1 3 3 5 5 7 7 9 9 11 11,ledern landen fuß machen doppelpack von elia fackelt meter fackelt lang meter 22,ticker
2364,"didavi legt den ball nach innen , dort bugsiert ihn gerhardt aus kurzer distanz im zweikampf mit günter ins tor .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 0 8 0 10 0 12 2 14 6 5,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15,didavi legen ballen bugsieren gerhardt kurz distanz ins tor im zweikampf mit günter nach innen aus,ticker
2365,"gentner bekommt keinen druck , sodass er freistehend von der linken seite flanken kann .",A0 A1,0 2,1 1,gentner bekommen drucken,ticker
2366,frings trat an und verwandelte platziert zur blitzführung der werderaner .,A0 A1 A0 A1,0 2 2 4,1 1 3 3,frings verwandeln blitzführung der werderaner,report
2367,"beim nachschuss von olic reagierte der schlussmann hingegen glänzend , am ende vollstreckte jedoch perisic humorlos per kopf .",A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 5 7 5 9,1 1 3 3 6 6 8 8,schlussmann reagieren nachschuss von olic perisic vollstreckte enden vollstreckte kopf,report
2368,brandt schließt nach einem kurzen sprint im mittelfeld ab und direkt auf den schlussmann .,A0 A1 A0 A1 A0 A1,0 2 2 4 2 6,1 1 3 3 5 5,brandt abschließen sprint einer kurz im mittelfeld,ticker
2369,nach sigurdssons freistoß aus dem rechten halbfeld löste sich ba geschickt von haggui und köpfte aus fünf metern ein .,A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 2 12 6 5 4 15,1 1 3 3 5 5 7 7 9 9 11 11 13 13 14 14,ba lösen sich einköpfen meter sigurdssons freistoß von haggui der recht recht halbfeld nach meter fünf,report
2370,lewandowski ließ sich nicht zweimal bitten .,A0 A1,0 2,1 1,lewandowski lassen[neg] sich,report
2371,"nach seinem flachpass rettet fritz im fünfer vor die füße von ba , der aus fünf metern einnetzt .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 8 10 10 12,1 1 3 3 5 5 7 7 9 9 11 11,fritz retten flachpass retten fünfer retten fuß von ba einnetzt meter meter fünf,ticker
2372,muto nickt einen eckball von öztunali von der fünfmeterkante über die linie .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,muto nicken eckball von öztunali der fünfmeterkante der linie,ticker
2373,"pitroipa ließ barzagli auf der rechten seite wie ein "" schulmädchen "" aussehen und flankte dann in die mitte zum choupo-moting , der aus fünf metern per kopf den hochverdienten ausgleich markierte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 8 10 4 12 12 14 14 16 14 18 16 15,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17 19 19,pitroipa lassen barzagli flanken mitte der recht recht seite auf schulmädchen zum choupo-moting markieren ausgleich fünf meter per kopf aus,report
2374,"naldo läuft an , schießt aufs linke eck .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,naldo schießen eck aufs link,ticker
2375,anschließend gelang bartra mit einem feinen schlenzer noch der verdiente anschlusstreffer .,A0 A1,0 2,1 1,bartra gelingen schlenzer,report
2376,"götze wird in abseitsverdächtiger position angespielt , sieht pizarro einlaufen und spielt den pass in die tiefe .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,pizarro spielen pass der tief,ticker
2377,"abraham spielte einen wunderbaren pass über 50 meter direkt in den lauf von hrgota , der daraufhin souverän das 1:0 markierte .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8 2 10 6 5 10 13,1 1 3 3 5 5 7 7 9 9 11 11 12 12,abraham spielen pass spielen über 50 meter der laufen von hrgota über markieren 1:0,report
2378,"ein langer ball von matip kommt im strafraum bei lex an , der völlig freistehend aus wenigen metern zum 1:0 vollendet .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 8 6,1 1 3 3 5 5 7 7 9 9,matip ankommen ballen ankommen strafraum wenig meter bei lex vollenden,ticker
2379,hack legt eine lang gezogene ecke von links per kopf nach innen ab .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 2 4 2 6 2 8,1 1 3 3 5 5 7 7,hack ablegen ecke von links per kopf nach innen,ticker
2380,"die kugel prallte in hohem bogen zu perisic , der sofort in den lauf von de bruyne köpfte , frei vor zieler blieb de bruyne cool ,",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 6 8 6 10 10 12 4 12,1 1 3 3 5 5 7 7 9 9 11 11 13 13,kugeln prallen bogen bleiben zieler zu perisic zu köpfen köpfen laufen von de_bruyne bleiben,report
2381,"stindl ließ abdellaoues querpass auf höhe des elfmeterpunkts zunächst für den direkt abziehenden schlaudraff passieren , nur um nach einer parade von rensing den keeper zu umspielen und locker zur verdienten führung einzuschieben .",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 0 6 2 8 2 10 2 12 2 14 4 16 4 18,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15 17 17,stindl lassen querpass umspielen keeper einschieben führung querpass abdellaoues auf höhe der elfmeterpunkts abziehend schlaudraff einer parade von rensing,report
2382,polanski behauptet den ball an der linken strafraumgrenze und flankt zur mitte .,A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 6 5,1 1 3 3 5 5 7 7,polanski behaupten ballen flanken mitte link strafraumgrenze an,ticker
2383,"der ball springt meier vor die füße , der überlegt ins rechte untere eck abschließt .",A0 A1 A0 A1,0 2 2 4,1 1 3 3,ballen springen meier der fuß,ticker
2384,"dabei war es kein zufall , dass der treffer von akolo über die linke seite vom aufgeweckten donis vorbereitet wurde .",A0 A1,0 2,1 1,ich sein zufall,report
2385,"kostic setzt sich auf der linken seite mit tempo gegen chandler durch und flankt vom strafraumrand nach innen , wo maxim einen schritt schneller ist als oczipka und den ball über die linie drückt !",A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1 A0 A1,0 2 0 4 2 6 2 8 2 10 2 12 2 14 6 5,1 1 3 3 5 5 7 7 9 9 11 11 13 13 15 15,kostic durchsetzen sich flanken strafraumrand link seite mit tempo nach innen gegen chandler der linie auf,ticker
